ref,addr:street,addr:housenumber,name,operator,ref:vatin,addr:postcode,addr:city,start_date
261,Corso Vercelli,236,Comunale 12 - Afc,,IT00301990016,10155,Torino,2007-01-04
262,Corso Romania,460,Comunale 20 - Afc,,IT02010170013,10156,Torino,2013-01-04
263,Corso Vercelli,195,Farmacia Santi Angeli Custodi S.N.C.,Dottori Chierici Cristina Maria e Gian Mario,IT10589550010,10155,Torino,2017-01-07
264,Via degli Abeti,10,Comunale 41 - Afc,,IT01131200014,10156,Torino,2007-01-04
265,Piazza Solferino,5,Franco,Rizzato Mara & C. Sas,IT10833940017,10155,Torino,2017-01-07
266,Via Nicola Porpora,27,Porpora Snc,dottori Argano G. e Visentin R. & C.,IT07377320010,10155,Torino,2013-01-04
267,Viale Falchera,70/B,Della Stura Sas,dottor Giovanni Avramo & C,IT09483270014,10156,Torino,2016-01-03
268,Strada San Mauro,35,Sant'Agnese,Guidetti dottor Roberta,IT10841110017,10156,Torino,2017-01-07
269,Corso Taranto,15,San Michele,,IT01716290018,10154,Torino,2005-01-01
270,Strada San Mauro,172,Balossino,,IT02603320025,10156,Torino,2017-01-09
271,Corso Taranto ,183/C,Regio Parco,,IT10957120016,10154,Torino,2017-01-07
272,Via Bologna,250/A,Cesano,Cesano dottoressa Chiara,IT09880660015,10154,Torino,2008-01-09
273,Corso Giulio Cesare,118,Sempione,,IT08553640015,10154,Torino,2008-01-01
274,Via Ancina,43/G,Novara,Novara Silvia,IT07382020019,10154,Torino,2017-01-07
275,Corso Casale,204,Santa Croce,,IT01336830011,10132,Torino,2005-01-01
276,Corso Casale,316,Sassi,,IT10627520017,10132,Torino,2017-01-07
277,Piazza Borromini,74,Farmacia Subalpina,,IT06101690011,10132,Torino,2020-01-04
278,Corso Casale,110,Madonna,Pilone Snc;guglielmo Gabriella e Patrizia e Giachello G,IT08617960011,10132,Torino,2016-01-05
279,Via Giovanni Boccaccio,16,Boccaccio,,IT07477130012,10132,Torino,2005-01-01
280,Via Lupo,65,Vecco Snc,Vecco Rd Giorgio e C.,IT09249220014,10095,Grugliasco,2016-01-02
281,Via Edmondo De Amicis,18,Borgata Paradiso,,IT09185170017,10093,Collegno,2010-01-09
282,Via Lamarmora,43,Invernizzi,,IT02744860012,10093,Collegno,2008-01-01
283,Via Bardonecchia,6,Terracorta,,IT04410750014,10093,Collegno,2005-01-01
284,Via L. Tron,27,Torta Snc,Torta dottor Emilio e C.,IT09595210015,10095,Grugliasco,2010-01-09
285,Corso Francia,65,Farmacia Santa Monica S.A.S.,Bergonzo dottor Giuseppe & C.,IT10192190014,10093,Collegno,2016-01-10
286,Via Antica di Rivoli,32,Antica Certosa,,IT08763390013,10093,Collegno,2008-01-01
287,Viale XXIV Maggio,32,Centrale,,IT05267630019,10093,Collegno,2005-01-01
288,Corso Francia,157/A,Farmacia Santa Maria,Fate Srl,IT10994150018,10093,Collegno,2018-01-06
289,Via Lamarmora,245,Lamarmora Snc,"dottori Trotta Carlo, Claudia e Stefano",IT09966810013,10095,Grugliasco,2010-01-09
290,Strada Torino Druento,10,Sant'Antonio,Alyma Snc,IT11279980012,10093,Collegno,2017-01-07
291,Via Partigiani,38,Oltre Dora,,IT07341620016,10093,Collegno,2008-01-01
292,Viale Radich,21,Santa Giulia,Gruppo F.Cie Popolari Subalpine Sas;crepaldi E.,IT09473380013,10095,Grugliasco,2010-01-09
293,Viale Gramsci,152,Bonzano,,IT07441190019,10095,Grugliasco,2010-01-09
294,Via Fabbrichetta,11,Leumann S.A.S.,Torchio dottorGianmario & C.,IT10179160014,10096,Collegno,2010-01-01
295,Piazza I Maggio,8,Peirano,,IT07815270017,10095,Grugliasco,2008-01-02
296,Via Crea,10/-/SHOP/VILLE/LE/GRU,I Gelsi,dottoressa Alloi Annalisa e C. Sas,IT04748720010,10095,Grugliasco,2013-01-04
297,Via Moncalieri,122,Santa Maria Snc,Garelli Michela G. e Folco Anna Maria G.,IT07859630019,10095,Grugliasco,2005-01-01
298,Via Fratelli Piol,35,Maestra,Dabbene Snc;dott.Ri Dabenne Paolo e Debernardi Marvit,IT10513130012,10098,Rivoli,2013-01-04
300,Via De Gasperi,24/A,Azienda Speciale Multiservizi N.10,Comune;venaria,IT07019070015,10098,Rivoli,2013-01-03
301,Corso Francia,127,Santa Cristina Snc,dottorI Paolo Ed Enrica Maria Targhetta,IT11231850014,10098,Rivoli,2017-01-07
302,Via Fellonia,34,Comunale 3,,IT07019070015,10098,Rivoli,2005-01-01
303,Corso Susa,42,Farmacia Reale S.R.L.,,IT12153350017,10098,Rivoli,2019-01-12
304,Piazza Cavallero,1,Farmacia Vittoria,dottoressa Mongardi Maria Vittoria,IT11427030017,10098,Rivoli,2017-01-07
305,Corso Francia,4,Farmacia Centrale Rivoli S.R.L.,,IT09734300016,10098,Rivoli,2018-01-07
306,Via Buttigliera,15,Gavotti,,IT06947790017,10090,Rosta,2005-01-01
307,Viale Carr�,20,Comunale 04,,IT05988080015,10098,Rivoli,2017-01-07
308,Via Cruto,25,San Giacomo,dottor Torchio Gianmario e Bergonzo Giuseppe e C. Sas,IT10965940017,10091,Alpignano,2017-01-07
309,Via Cavour,34/E/F,Azienda Speciale Multiservizi - F. 5,,IT07019840011,10091,Alpignano,2020-01-02
310,Via Montelera,18,Micheloni,,IT05428260011,10040,Val Della Torre,2005-01-01
311,Corso Susa,152/A,Internazionale Due,Due S.A.S.;dottor Oliosi Enrico e C.,IT09726750012,10098,Rivoli,2019-01-07
312,Via Mazzini,92,Zamparo,,IT08070280014,10091,Alpignano,2005-01-01
313,Via Matteotti,3,San Nazario S.A.S.,Destefanis Dario e C.,IT12222000015,10090,Villarbasse,2020-01-03
314,Via Mazzini,25,Farmacia Stella S.R.L.,,IT11822320013,10091,Alpignano,2018-01-06
315,Corso Francia,77,Sant'Eusebio,Bergonzo dottorGiuseppe e Toprchio dottor Gianmario Sas,IT08253450012,10098,Rivoli,2013-01-03
316,Via Ticino,4,San Paolo,Maschietto dottor Graziella,IT08569690012,10098,Rivoli,2015-01-02
317,Viale Cavour,45/ANG/VIA/TORINO,Borghesio Snc,dottoresse Giovanna Borghesio e Stefania Sacchi,IT08958640016,10092,Beinasco,2010-01-09
318,Piazza Martiri Liberta',7/5,San Vittore,,IT08553630016,10040,Rivalta Di Torino,2008-01-01
319,Via San Rocco,12,Comunale N.1,,IT01384600019,10043,Orbassano,2005-01-01
320,Via Torino,31/6,Roggero Snc,Gian Franco e Simona Roggero,IT09357600015,10045,Piossasco,2010-01-09
321,Via Gorizia,21/B,Facci Tosatti,,IT02893390019,10092,Beinasco,2005-01-01
322,Piazza Umberto I,10,San Giuseppe,,IT05129500012,10043,Orbassano,2005-01-01
323,Via Ponsati,49,Farmacia Sinisi S.N.C.,"Nicola Lorenzo, Sergio e Valeria Infranca",IT12004800012,10040,Volvera,2019-01-02
324,Via Pinerolo,84/4,Chiabrando,,IT05424800018,10045,Piossasco,2005-01-01
325,Via Torino,57,Della Salute,,IT02782480012,10040,Rivalta Di Torino,2005-01-01
326,Piazzetta dei Filatoi,4-4/A,Popolare Sas,Arecco Domenico e C.,IT09967560013,10043,Orbassano,2010-01-09
327,Via Pinerolo,12/14,Farmacia Gazzolo S.N.C.,Gazzolo dottor Marco e Gazzolo dottor Alberto,IT06374540018,10045,Piossasco,2017-01-01
328,Via Monte Grappa,3/2,Comunale 02,,IT01384600019,10043,Orbassano,2008-01-01
329,Via Orbassano,2,Beinasco Servizi S.R.L.,,IT07319600016,10092,Beinasco,2008-01-01
330,Largo Torino,9,Accademia,,IT07687610019,10092,Beinasco,2007-01-04
331,Via Giaveno,54/17,Ruggiero,,IT07982940012,10040,Rivalta Di Torino,2005-01-01
332,Via Roma,13,Farmacia Santa Chiara,,IT10121140965,10090,Bruino,2018-01-04
333,Via I Maggio,73/75,Farmacia Demichelis S.N.C.,,IT12027660013,10040,Rivalta Di Torino,2019-01-03
334,Via Umberto I,6,Appendini - Due,Due S.A.S.;dott. Oliosi Enrico & C.,IT09726750012,10094,Giaveno,2008-01-01
335,Piazza San Lorenzo,16,Sant'Antero,,IT03603760012,10094,Giaveno,2005-01-01
336,Via Roma,13,Antica Farmacia,Trana;colmaz Snc;dr.I Colloca G. e Mazzoni V,IT10914890016,10090,Trana,2017-01-07
337,Via Pinerolo Susa,75,Sancarlo,,IT03999440013,10090,Sangano,2005-01-01
338,Piazza della Vittoria,15,Alloa,,IT05434010012,10050,Coazze,2005-01-01
339,Via Stazione,10,Farmacia Reviglio S.N.C.,Dottori Gianpiero e Federica Reviglio,IT12006930015,10094,Giaveno,2019-01-03
340,Via Roma,4,Farmacia San Lorenzo,dottor Ambrosio Andrea,IT09407480012,10090,Reano,2019-01-02
341,Via Roma,14,Pipino Snc,Pipino dottor Sandra Anna Carla e dottor Tosi Sante,IT11246670019,10054,Cesana Torinese,2017-01-07
342,Via Cesare Battisti,3,Di Condove,Bianco dottor Andrea,IT10694410019,10055,Condove,2017-01-07
343,Via Traforo,25,Garassino Snc,Ternavasio dottoressa Elisabetta e C.,IT10425910014,10053,Bussoleno,2016-01-02
344,Corso Inghilterra,26,Dell'Asilo Snc,dottor Savigliano Davide e C.,IT09777460016,10059,Susa,2013-01-03
345,Via Vittorio Emanuele II,34,De Vetta,,IT02640520017,10050,Chiomonte,2005-01-01
346,Piazza Don Vachet,1,Comunale,,IT01933140012,10052,Bardonecchia,2005-01-01
347,Corso Montenero,10,Galeasso,,IT02284580012,10056,Oulx,2005-01-01
348,Via Traforo,38,Roveri,,IT02655140016,10053,Bussoleno,2005-01-01
349,Via Monfol,15,Tintinelli Romano,Tintinelli Marco,IT03774160018,10050,Sauze D'oulx,2013-01-03
350,Strada Moncenisio,198,Torre,,IT04628750012,10051,Avigliana,2005-01-01
351,Via Torino,147,Farmacia Sant`antonino,,IT11427060014,10050,Sant'antonino Di Susa,2018-01-03
352,Via E. De Nicola,12,Vair,,IT04970610012,10050,Bruzolo,2005-01-01
354,Corso Laghi,59,Farmacia Illengo S.A.S.,Arduino Enrico e C.,IT10537280017,10051,Avigliana,2019-01-02
355,Via Umberto I,2,Farmacia Sant`ambrogio,,IT11427060014,10057,Sant'ambrogio Di Torino,2018-01-03
356,Corso Torino,68,Ceirano,,IT09252280012,10090,Buttigliera Alta,2008-01-01
357,Piazza Trento,15,Canavoso,Marchini Chiara e Pellegrino Luca S.A.S.,IT11531640016,10059,Susa,2017-01-07
358,Corso Superga,10,Sirio,,IT06610210012,10090,Buttigliera Alta,2005-01-01
359,Via Abegg,43,Rossi Snc,Rossi Paolo e Silvia,IT06990010016,10050,Borgone Susa,2017-01-07
360,Via Nazionale,25,Valsusa,Pegoraro Marisa,IT08767700019,10050,Villar Focchiardo,2008-01-01
361,Via Giuseppe Mazzini,15/17,Moncenisio,,IT02613870043,10059,Susa,2005-01-01
362,Via Martiri della Libert�,16/C,Farmacia Padre Pio,Neopharma S.N.C.;dott.Ssa Chiellino Carlotta & C.,IT11668230011,10050,Vaie,2019-01-02
363,Corso Laghi,187,Savigliano,,IT07575040014,10051,Avigliana,2013-01-03
364,Via Roma,62,Farmacia Vela,Campese Valeria,IT11760780012,10040,Rubiana,2017-01-12
365,Via Medail,59,De Nicola,,IT07867790011,10052,Bardonecchia,2005-01-01
366,Via Vernetto,10,Delle Rondini,,IT07958390010,10050,Chianocco,2005-01-01
367,Via Susa,13,San Michele,,IT08024440011,10050,Chiusa Di San Michele,2005-01-01
368,Viale Kennedy,33,Di Caprie,,IT08012070010,10040,Caprie,2010-01-09
369,Via Milanere,40,Bianco,,IT08075610017,10040,Almese,2015-01-10
370,Via Antica Reale,27,Della Betta,,IT08060050013,10050,Venaus,2008-01-02
371,Fraz. Pietra Stretta,17,Farmacia Rocciamelone,Cateni Antonella,IT08080040010,10059,Mompantero,2018-01-11
372,Via Terrazze,2,Farmacia Colle,Finestre;dr. Carta Mirko,IT11602350016,10050,Meana Di Susa,2017-01-07
373,Piazza Donatori di Sangue,8,Santa Domenica,,IT01118260015,10040,Villar Dora,2005-01-01
374,Piazza Martiri della Liberta`,8-9,Omeopatica Macioci,,IT08397820013,10040,Almese,2008-01-01
375,Viale Buridani,13,Antica Regia Farmacia,Fate Srl,IT10994150018,10078,Venaria,2018-01-06
376,Via Medici del Vascello,2,Azienda Speciale Multiservizi - F. 2,,IT07019840011,10078,Venaria,2020-01-02
377,Via Berino,35,Fioni,,IT00552530016,10078,Venaria,2005-01-01
378,Via Canale,5/A,San Rocco,,IT00547230011,10078,Venaria,2005-01-01
379,Via Torino,15/1,Gastaldi,Covir Snc;dr.Sse Oddone Chiara e Redoglia Vittoria,IT10838030012,10040,Druento,2017-01-07
380,Viale Buridani,56/A,Azienda Speciale Multiservizi - F. 1,,IT07019840011,10078,Venaria,2013-01-03
381,Via San Bernardo,1,Azienda Speciale Multiserivizi F.17,,IT01299070019,10044,Pianezza,2005-01-01
382,Viale Balbo,3,Antoniana,,IT05505640010,10040,San Gillio,2005-01-01
383,Via L. da Vinci,50,Farmacia Comunale Asm F3,,IT07019840011,10078,Venaria,2016-01-11
384,Piazza Leumann,4/A,Centrale Sas,dottor Argano Guido,IT10005760011,10044,Pianezza,2013-01-03
385,Corso Toscana - C/O Citta' Mercato,,Azienda Speciale Multiservizi - F. 6,,IT06663920012,10078,Venaria,2007-01-04
386,Via Sandro Pertini,2,Gallo,,IT07540620015,10040,Givoletto,2016-01-05
387,Via Torino,62,Bertolone,,IT09971080016,10072,Caselle Torinese,2016-01-10
388,Via Vittorio Emanuele II,130,Rei Sas,dottoressa Maio Nicoletta e C.,IT10694390013,10073,Cirie',2017-01-07
389,Via D. Borla,7,Bonardi,,IT00189850019,10075,Mathi,2005-01-01
390,Piazza Osella,12,Santa Caterina,Impresa Sas;dr.Ssa Bruzzone Patrizia e C.,IT10050900017,10070,Rocca Canavese,2015-01-02
391,Piazza Dott. Felice Odallo,1,Terrone D.Ssa Terrone Elena,,IT09127030014,10077,San Maurizio Canavese,2007-01-09
392,Via G. Guibert,4,Dell'Assunta,,IT09468960019,10072,Caselle Torinese,2010-01-09
393,Piazza IV Novembre,19,S. Bernardo,Pharmakeia Sas;dr.Ssa Bonadi Silvia e C.,IT10187660013,10070,Villanova Canavese,2010-01-04
394,Via Borla,14,Fiano,Cima Snc;dott.Ri Cossolo Marco e Ramello Cinzia,IT10248420019,10070,Fiano,2010-01-08
395,Strada Cuorgne`,168,Azienda Speciale Multiservizi - F. 4,,IT07019840011,10070,Caselle Torinese,2020-01-02
396,Strada Cirie,110,De Zan,,IT09253680012,10070,San Carlo Canavese,2010-01-09
397,Via Cirie',10,Bisciari,,IT02397140019,10071,Borgaro Torinese,2005-01-01
398,Via Garibaldi,4/6,Paschero,,IT04339710016,10076,Nole,2005-01-01
399,Via Lanzo,156,Sant'Andrea,dottoressa Frescura Loredana,IT08528650016,10071,Borgaro Torinese,2008-01-01
400,Via Anselmo Martini,6,San Gregorio,,IT06101660014,10070,Robassomero,2007-01-08
401,Via San Ciriaco,22,Sant' Agostino,,IT06996830011,10073,Cirie',2005-01-01
402,Via Torino,63,Allocco Snc,"Allocco Giorgio, Cristina Ed Elisabetta",IT10273100015,10070,San Francesco Al Campo,2010-01-06
403,Via Roma,79-83,F.Cia De Magistris E Nebbia,Caudera S.N.C.Delladr.Ssa Salvino Laura e C.,IT11638200011,10073,Cirie',2017-01-07
404,Via M. Perino,1,Farmacia,Castello Snc,IT09528130017,10070,Front,2019-01-04
405,Via Rossetti,7,Rossetti,,IT07837010011,10073,Cirie',2005-01-01
406,Via Aldo Moro,5,San Pietro,Alyma Snc;dott.Sse Alida Regini e Marcella Perrero,IT11279980012,10070,Vauda Canavese,2017-01-07
407,Piazza Giacoletto,1,Carlotta,,IT07192460017,10070,Levone,2007-01-04
408,Via Lanzo,91/B,Dei Lauri,,IT07019070015,10073,Cirie',2007-01-04
409,Strada Camporelle,1,Grosso,,IT10187660013,10070,Grosso,2015-01-02
410,Via T. Ferreri,56,Ruggeri Sas,dottoressa Bertino Antonella & C.,IT10093990017,10070,Barbania,2009-01-09
411,Via Roma,3,Bruno Sas,dottor Bruno Roberto & C.,IT09820420017,10070,Viu',2008-01-06
412,Via Roma,81/B,Alpina,Races Snc;dott. Ricaldone Paolo e Franco e Tantillo Egle,IT00549340016,10070,Pessinetto,2015-01-02
413,Via Benso,9,Bottacini,,IT10189370017,10070,Corio,2010-01-09
414,Viale Copperi,11,Gabutti,,IT09253690011,10070,Balangero,2005-01-01
415,Piazza Europa,35,Ricaldone,Races Snc;dott.Ri Ricaldone Paolo e Franco e Tantillo,IT05682260012,10070,Ceres,2015-01-02
416,Via Torino,4,Frassà Snc,Garassino dottor Armanda & C.,IT03090420013,10070,Cafasse,2015-01-02
417,Via Umberto I,54,Della Torre,dottoressa Barchet Barbuse Lucia,IT11181580017,10074,Lanzo Torinese,2017-01-07
418,Via Cibrario,33,Antica Farmacia Bruno,Giulini dottor Simone,IT11160650013,10074,Lanzo Torinese,2017-01-07
419,Via XI Settembre 2001,,Santa Croce Pharma Cross Snc,dottor De Tommaso Domenico e C.,IT11286220014,10074,Lanzo Torinese,2017-01-07
420,Via Celso Miglietti,33/B,Germagnano,Rivotti e Tamaddon Snc,IT07375300014,10070,Germagnano,2010-01-09
421,Via Roma,30,Santa Cristina,,IT07617480012,10070,Cantoira,2017-01-07
422,Piazza Centrale,21,San Sebastiano Snc,Scuzzarella dottor Rocco & C.,IT11472560017,10070,Ala Di Stura,2017-01-07
423,Via Monasterolo,4A,Vallo Snc,dottoressa Beccaris Chiara e dottor Carozzi Matteo e C.,IT10839760013,10070,Vallo Torinese,2017-01-07
424,Piazza Caduti,1,Cavallero,,IT07501130012,10070,Traves,2007-01-04
425,Via Villa Inferiore,104,Vella,,IT02274910849,10070,Mezzenile,2017-01-07
426,Via Capoluogo,200,Chimica Erboristeria Coassolese,Ferro Anna Maria e Commisso Massimo,IT08529220017,10070,Coassolo Torinese,2008-01-01
427,Piazza Vittorio Veneto,16,San Giuseppe Coppo Manacorda,Coppo dottor A. M. e Coppo dottor M. L.,IT08593780011,10036,Settimo Torinese,2008-01-01
428,Via Milano,29,San Luca Dr.Ssa Zoppo Laura,,IT06320200014,10036,Settimo Torinese,2010-01-10
429,Via Consolata,9/A,Rasino,dottor Rasino Stefano,IT10629360016,10036,Settimo Torinese,2017-01-07
430,Via Re Umberto,14,Dolce Baudino Dal 1887,dottorSa Laura Bracco,IT10575820013,10080,San Benigno Canavese,2011-01-11
431,Via Italia,18,Centrale,,IT04515810010,10036,Settimo Torinese,2005-01-01
432,Via Leini',37/BIS,Santa Maria,,IT04748700012,10036,Settimo Torinese,2005-01-01
433,Via Italia,94,Del Peso,dottoressa Cravini Antonella,IT11326380018,10036,Settimo Torinese,2017-01-07
434,Via Regio Parco,11,Carpani Sas,dottor Colloca Giuseppe e C.,IT10969720019,10036,Settimo Torinese,2017-01-07
435,Via Fantina,17/B,Plassio,,IT07288040012,10036,Settimo Torinese,2005-01-01
436,Via Carlo Alberto,121,Dell`ospedale,Salzotto Paolo Maria,IT07361090017,10040,Leini,2008-01-01
437,Via Regio Parco,./43,Regio Parco,,IT07892250015,10036,Settimo Torinese,2005-01-01
438,Via Cascina Nuova,31/B,Santa Chiara,Saglia Andreina,IT10431980019,10036,Settimo Torinese,2011-01-03
439,Via San Mauro,45,San Mauro,Cammarata Daniela Patrizia,IT08066310015,10036,Settimo Torinese,2016-01-02
440,Via Brandizzo,27,Degli Angeli Snc,dottoresse Bianco Laura e Blencio Paola Clotilde,IT08137490010,10088,Volpiano,2008-01-01
441,Via Vallino,10,Sant'Alberto,,IT08235040014,10040,Leini,2005-01-01
442,Corso Regina Margherita,17,Sant'Anna Snc,Pierino e Flavio Boggione,IT08473840018,10088,Volpiano,2013-01-03
443,Via Roma,4,Oltre Po Sas,dottor Valperga Francesco e C.,IT10628810011,10099,San Mauro Torinese,2017-01-07
444,Corso Italia,29,Maffei,,IT01760210011,10090,Gassino Torinese,2005-01-01
445,Piazza Moie,1,Paglia Sales,Sales dottoressa Susanna,IT11360760018,10090,San Raffaele Cimena,2017-01-07
446,Via Chivasso,2/A,Ternavasio Sas,dottor Ternavasio Pietro e Figlie,IT10628070012,10090,Gassino Torinese,2017-01-07
447,Via Torino,36,Farmacia Sant'Anna,Bezzo Riccardo,IT10009330019,10099,San Mauro Torinese,2016-01-11
448,Via Caudana Mario,9,Borca,,IT03877980015,10090,Castiglione Torinese,2005-01-01
449,Via Martiri Liberta',14,San Mauro,Marietta Goccio Anna Luisa,IT10997270011,10099,San Mauro Torinese,2017-01-07
450,Via Aie,2,Bresso,Bresso dottoressa Cinzia,IT10094030011,10090,Sciolze,2009-01-09
451,Via Rivodora,2,Sambuy,,IT00042190017,10099,San Mauro Torinese,2007-01-04
452,Via Torino,36,Fassola Snc,,IT10400960018,10034,Chivasso,2011-01-03
453,Via Umberto I,64,Farmacia Sandretto S.A.S.,Balestra D.Ssa Chiara,IT11616230014,10090,Foglizzo,2017-01-07
454,Via Cesare Battisti,39,Nuova Farmacia,Bruna Mondino & C. S.N.C.,IT11579540011,10017,Montanaro,2018-01-10
455,Via Casale,11,San Francesco S.A.S.,dottor Valperga Francesco & C.,IT10420080011,10033,Chivasso,2011-01-03
456,Via Torino,130,Belluati Antonello,,IT10689160017,10032,Brandizzo,2017-01-07
457,Via Torino,50,Croce,dottor Demarchis Ernesto,IT09053430014,10034,Chivasso,2008-01-01
458,Piazza Municipio,6,Monaco,,IT02236400012,10037,Torrazza Piemonte,2005-01-01
459,Via Torino,74/C,Amione Snc,Amione dottor Gianfranco e C.,IT09328250015,10034,Chivasso,2008-01-01
461,Piazza Roma,6,Farmacia San Luigi,,IT12103420019,10030,Rondissone,2019-01-09
463,Via Martiri Liberta`,101,Bellone Snc,Bellone Carlo e Gaia Maurizio,IT10259640018,10020,Brusasco,2010-01-06
464,Via Torino,15,Moderna Snc,Bozzola G. e C.,IT07059810015,10034,Chivasso,2008-01-01
465,Piazza Cavour,8,Del Castello Cagia Cosimo,,IT07248460011,10020,Casalborgone,2008-01-01
466,Via Favorita,34,Semeria,,IT07318200016,10034,Chivasso,2005-01-01
468,Via Volpiano,68,Saroglia,,IT07868230017,10032,Brandizzo,2005-01-01
469,Via Roma,5,Sant'Anna,,IT03181530019,10090,Castagneto Po,2010-01-09
470,Via Chivasso,5/A,San Sebastiano Snc,Dottori Massimo Capozzi e Laura Riggio,IT11401650012,10020,San Sebastiano Da Po,2017-01-07
471,Via C. Colombo,205,Spano',,IT00233630011,10020,Cavagnolo,2007-01-04
472,Via C. Delio Verna,21,San Pietro Sas D.Ssa Mantii Anna Rita & C.,,IT11487540012,10038,Verolengo,2017-01-07
473,Via Cocconato,1,Bressa,,IT02266710306,10020,Lauriano,2016-01-05
475,Corso O. Lisa,5/BIS,Centrale,Dottori Aggeri Marco e Vellano Armando,IT10791170011,10020,Cambiano,2017-01-07
476,Piazza Duomo,2,Comunale 2,Chierifarma Srl,IT09199470015,10023,Chieri,2010-01-09
477,Via Tana,6,Farmacia Cavour,Anna Masoero e Giuseppe Castagno S.N.C.,IT10202540018,10026,Santena,2019-01-07
478,Viale Fasano,14,Claretti Pacioni,,IT00582490017,10023,Chieri,2013-01-03
479,Via Umberto I,29,Del Pietro Snc Di,Pietro Ercole e Figli,IT09249680019,10020,Pecetto Torinese,2010-01-09
480,Corso Vittorio Emanuele II,50,Farmacia Regis S.N.C.,Regis dottoressa Antonella & C.,IT11576910019,10023,Chieri,2017-01-07
481,Via Amendola,6,Comunale 1,Chierifarma Srl,IT09199470015,10023,Chieri,2010-01-09
482,Via F. Cavagli�,1,Grella Alessandra,,IT10791310013,10026,Santena,2017-01-07
483,Via Roma,14/B,Baldissero,Berruti dottor Alessandra Laura,IT11493770017,10020,Baldissero Torinese,2017-01-07
484,Via Canta,4,Centrale,Am 2013 Snc;dr. Aggeri Marco e C.,IT11012800014,10020,Riva Presso Chieri,2017-01-07
485,Via Amaretti,4,Farmacia Basso,Gbfarma Srl,IT12014740018,10046,Poirino,2019-01-04
486,Via Vittorio Emanuele II,33/C,Piazza,,IT05758820012,10023,Chieri,2005-01-01
487,Via XX Settembre,1,Burzio,,IT09253700018,10023,Chieri,2010-01-09
488,Piazza Italia,12,San Carlo,,IT06456960019,10046,Poirino,2005-01-01
489,Via Riva,19/B,Santa Croce,Pharma Cross Snc,IT11286220014,10023,Chieri,2017-01-07
490,Via Alba,4,Scaglia,,IT06946430011,10040,Pralormo,2005-01-01
491,Via Chieri,62,Azienda Spec. Multiservizi F.7,,IT07019840011,10025,Pino Torinese,2019-01-07
492,Via Roma,37,Carlone,,IT07790370014,10025,Pino Torinese,2005-01-01
493,Via Borgo Nuovo,13,Musso,,IT07988440017,10020,Arignano,2010-01-09
